partno,name,typeof,width,height,depth,weight,level,loadbear,updown,color
BoxType1_#1,BoxType1,cube,35.319044093285655,39.489107524659126,27.18120011532375,28.411041399023656,2,100,True,black
BoxType1_#2,BoxType1,cube,36.111750839682344,23.62403529535524,33.97955674791493,20.219388361497266,2,100,False,green
BoxType1_#3,BoxType1,cube,23.09427407262381,28.662513196815,37.00886538522805,23.788182293674957,1,100,False,red
BoxType1_#4,BoxType1,cube,28.5149796306411,31.015459008435872,23.15081950100899,36.00107543945894,2,100,False,white
BoxType1_#5,BoxType1,cube,28.22956343932389,37.40914030314343,38.573176191146054,33.832894804259055,1,100,True,green
BoxType1_#6,BoxType1,cube,37.26734018801443,33.97368463524745,24.882347353284423,23.321099452902708,2,100,False,green
BoxType1_#7,BoxType1,cube,36.476823880389894,25.94393244789937,20.68878411405645,37.553421892523986,1,100,False,green
BoxType1_#8,BoxType1,cube,36.515778536890195,37.31158974555846,39.18254919157992,22.60848376070163,3,100,False,white
BoxType1_#9,BoxType1,cube,39.533010120358426,37.39956357153807,39.438390890703005,22.3163440371297,1,100,False,blue
BoxType1_#10,BoxType1,cube,39.276194742055125,32.97704843827353,39.62253868146537,25.29634849194973,3,100,False,red
BoxType1_#11,BoxType1,cube,25.781594142930018,29.274258038899436,34.70069456957327,20.1365044512857,3,100,True,white
BoxType1_#12,BoxType1,cube,28.580065440790726,26.092948007787648,33.00644862856212,25.304744211066158,3,100,False,green
BoxType1_#13,BoxType1,cube,30.586964782322294,31.405757614481928,35.20544296246257,37.926188090508035,2,100,False,white
BoxType1_#14,BoxType1,cube,39.549118637704495,26.84136561690436,20.08346311134488,26.847571021672085,1,100,False,blue
BoxType1_#15,BoxType1,cube,39.93059987155971,29.73565972726715,22.75132382907652,21.78011474784529,1,100,True,white
BoxType1_#16,BoxType1,cube,28.133321179966373,35.53017580580138,23.645281390726197,37.10375206117955,3,100,False,white
BoxType1_#17,BoxType1,cube,24.520847255155502,30.002716690518653,37.206511403988685,33.16588376580985,1,100,False,blue
BoxType1_#18,BoxType1,cube,38.93140658741619,27.826613956102435,25.656474951404014,32.03604757865835,1,100,False,white
BoxType1_#19,BoxType1,cube,22.087857073304015,21.034674290999853,33.51309364986222,39.88464515403814,3,100,True,red
BoxType1_#20,BoxType1,cube,37.88310562936992,28.801405757974194,39.61580804837631,36.45309439443808,2,100,False,blue
BoxType1_#21,BoxType1,cube,24.289009236557682,26.728083018124362,25.577548507214892,22.060665525000378,1,100,True,green
BoxType1_#22,BoxType1,cube,26.930086994413756,38.71916295346949,32.440486536907954,39.72803227630247,3,100,False,green
BoxType1_#23,BoxType1,cube,36.66440606533607,34.581691469492895,28.347755291540484,29.44480927302842,3,100,False,blue
BoxType1_#24,BoxType1,cube,24.2705701364562,33.48897936754138,34.95775393360233,28.469448040728373,2,100,False,white
BoxType1_#25,BoxType1,cube,36.8742899772342,24.112353824553843,36.617276650368275,22.19218650929983,2,100,False,blue
BoxType1_#26,BoxType1,cube,23.93178414937308,21.44293858516179,28.639336469523556,26.79917568477652,1,100,False,blue
BoxType1_#27,BoxType1,cube,21.138271226252716,35.59412931033834,22.454477776696343,20.647319478288434,2,100,True,blue
BoxType1_#28,BoxType1,cube,33.56284822997846,34.9780636585196,31.417394325918792,35.00921460969602,2,100,True,green
BoxType1_#29,BoxType1,cube,38.866676575031626,26.76278228928293,22.749263256018278,31.931495946317874,3,100,False,red
BoxType1_#30,BoxType1,cube,34.86788032071804,35.443671301613406,25.86335857654584,36.15528571195116,3,100,True,green
BoxType2_#1,BoxType2,cube,24.176048414563873,33.35728651925278,39.50974944049425,31.32427373902144,2,100,True,blue
BoxType2_#2,BoxType2,cube,22.968184784253204,25.109740457611174,30.10713864645158,26.5182311623437,1,100,False,red
BoxType2_#3,BoxType2,cube,31.456700048994584,21.88759984039769,28.842628731788295,35.36944569547597,2,100,False,black
BoxType2_#4,BoxType2,cube,29.612590956571054,39.46264407339219,24.700031574525738,21.830768084487698,3,100,True,white
BoxType2_#5,BoxType2,cube,30.041037958559418,23.4932397124045,26.0627092389129,29.73317369948732,1,100,True,red
BoxType2_#6,BoxType2,cube,30.025211053251727,34.15298731557069,33.4126198446977,22.575945933091432,2,100,False,red
BoxType2_#7,BoxType2,cube,23.98740562364582,26.48118482987558,26.600839364001576,34.90416406553422,3,100,False,blue
BoxType2_#8,BoxType2,cube,26.618306374973915,22.967284183474224,22.449338868888784,23.277951699667973,1,100,False,blue
BoxType2_#9,BoxType2,cube,34.35174623057211,26.653531049355283,30.412130524433998,38.08200455641638,1,100,True,black
BoxType2_#10,BoxType2,cube,30.21771833531295,23.1786296420311,24.216167093984772,34.40698605540477,1,100,False,blue
BoxType2_#11,BoxType2,cube,33.77545653677646,23.48934863989125,24.942424717531537,33.56396928398911,3,100,False,white
BoxType2_#12,BoxType2,cube,26.327098707479628,33.17662983091193,37.733186744283195,26.953049591009634,3,100,False,red
BoxType2_#13,BoxType2,cube,31.920903509383827,30.215742259089637,33.99776374741076,32.010380797029256,3,100,True,red
BoxType2_#14,BoxType2,cube,35.974266021678474,26.959765533008376,25.976813956281006,29.529746229283912,1,100,False,white
BoxType2_#15,BoxType2,cube,38.884081737887904,36.10957375659689,38.467536568141526,22.23792310483016,1,100,False,green
BoxType2_#16,BoxType2,cube,30.11119428433917,26.450172752273275,21.95143860406212,29.003018375889614,3,100,True,green
BoxType2_#17,BoxType2,cube,25.049842561373325,26.67252756022773,39.96318666683027,39.25297497800199,2,100,False,black
BoxType2_#18,BoxType2,cube,25.233013243084738,31.81452917604735,38.19089304747537,31.711765421686874,2,100,True,green
BoxType2_#19,BoxType2,cube,37.44641829763635,29.42868945747442,29.847225089513632,26.350438048427257,1,100,False,blue
BoxType2_#20,BoxType2,cube,38.03728494310015,23.03700628292647,23.342175039515205,35.75087652756011,1,100,False,blue
BoxType2_#21,BoxType2,cube,38.21926107239613,33.601124003279025,24.236297804767904,34.08595203622295,2,100,True,blue
BoxType2_#22,BoxType2,cube,27.384499360552894,33.76982196625627,29.497382680071652,25.024694700620767,1,100,True,blue
BoxType2_#23,BoxType2,cube,30.203920347088804,23.31908616018817,39.628308716871274,26.59926441330334,1,100,True,white
BoxType2_#24,BoxType2,cube,33.32259870738105,36.91499571243297,29.948524183500425,34.48796780439705,2,100,True,black
BoxType2_#25,BoxType2,cube,32.069838608863975,38.796379767765615,36.97832301108133,21.68816607772992,1,100,True,white
BoxType2_#26,BoxType2,cube,21.580452515309787,34.15542463769931,34.6140702851886,38.34467962144564,2,100,False,green
BoxType2_#27,BoxType2,cube,20.75679418830294,26.604895072728432,38.34586360820832,37.73244519830071,3,100,True,white
BoxType2_#28,BoxType2,cube,34.50744377595155,22.637782713171468,39.4654268476271,22.39710236836418,1,100,False,green
BoxType2_#29,BoxType2,cube,37.491097252599275,30.425920482102725,29.92650009003641,29.16861939874773,2,100,True,green
BoxType2_#30,BoxType2,cube,21.62376531744253,21.61723929094158,23.508406409586563,26.878934342613377,3,100,False,white
BoxType3_#1,BoxType3,cube,31.138687646949137,28.003565507558903,22.785110689954045,31.0361135549335,3,100,True,white
BoxType3_#2,BoxType3,cube,26.83330865142852,26.70369512772367,38.1774710556465,35.507516686580445,3,100,False,black
BoxType3_#3,BoxType3,cube,34.9498466279765,21.693465697525482,39.99662404849229,30.107102378905466,3,100,False,blue
BoxType3_#4,BoxType3,cube,22.26543292451461,34.9355858922769,35.72323762129552,28.6176911371109,3,100,False,black
BoxType3_#5,BoxType3,cube,20.62072265492773,37.61231205953935,25.706896607259594,26.70236388833792,1,100,True,blue
BoxType3_#6,BoxType3,cube,34.65377314042931,37.691611897335974,24.43360646223598,38.10847977241309,3,100,True,blue
BoxType3_#7,BoxType3,cube,39.38502939855245,32.64929033366567,39.78066400686481,31.14607287498611,1,100,True,blue
BoxType3_#8,BoxType3,cube,37.71034373029096,34.01316652776586,39.98793728983105,21.415859553894542,3,100,False,green
BoxType3_#9,BoxType3,cube,20.42526806527382,33.55426961271864,28.539872300560216,26.869828432064953,3,100,False,red
BoxType3_#10,BoxType3,cube,28.096406278284277,38.71975595716181,24.602112194371774,23.52792729528784,3,100,True,blue
BoxType3_#11,BoxType3,cube,37.62700874589272,31.31776081290875,35.9860050837363,37.241903827531345,2,100,False,green
BoxType3_#12,BoxType3,cube,31.927944205128632,25.671478710620878,25.600071043846793,25.891215547198456,1,100,False,black
BoxType3_#13,BoxType3,cube,22.31474678211673,27.44938912412829,34.123250876143985,34.60343498165512,1,100,False,white
BoxType3_#14,BoxType3,cube,39.07239025302124,30.778151369262957,34.19462366733494,25.505075458048733,3,100,True,black
BoxType3_#15,BoxType3,cube,21.52521155363422,33.38600914851994,28.331425850041384,21.95421729180572,1,100,False,white
BoxType3_#16,BoxType3,cube,31.59869293816687,37.02592086431619,38.36933363334697,20.598811198944126,3,100,True,white
BoxType3_#17,BoxType3,cube,21.67759080161665,23.553576275590387,36.33069413653547,21.487096001437507,3,100,True,red
BoxType3_#18,BoxType3,cube,20.704361228518888,32.60005132743638,35.04636872006824,38.72619766516111,2,100,True,blue
BoxType3_#19,BoxType3,cube,22.18455663931148,26.20764166773482,39.086115158840435,35.2958105665337,2,100,False,black
BoxType3_#20,BoxType3,cube,38.99831822618659,27.05687367420324,20.93346987948442,25.180725796412787,1,100,True,black
BoxType3_#21,BoxType3,cube,25.229541728170545,30.5448135397234,24.200581358768634,35.87577628650851,1,100,True,blue
BoxType3_#22,BoxType3,cube,34.62664818097078,33.96749672196478,35.49130991252845,22.228557659065974,3,100,False,black
BoxType3_#23,BoxType3,cube,27.397576677370168,23.521843114034247,36.299049335165,27.14994983006381,3,100,True,green
BoxType3_#24,BoxType3,cube,38.10986050378341,23.037960419723852,36.67865952109814,39.69845157750354,3,100,True,green
BoxType3_#25,BoxType3,cube,21.254664897651207,21.93165935259376,24.591902035108056,38.835432315609154,3,100,False,blue
BoxType3_#26,BoxType3,cube,33.87743242044883,22.35564614735655,21.886879372345547,29.00709215926678,3,100,True,blue
BoxType3_#27,BoxType3,cube,34.584666593510754,25.779719643818837,25.43975055806136,38.64452867222727,2,100,False,black
BoxType3_#28,BoxType3,cube,29.849277976891063,37.28628189424814,31.464838857808058,29.49838995927803,1,100,False,black
BoxType3_#29,BoxType3,cube,36.50009704244923,29.51002952048565,24.753720191376004,36.420015524598185,2,100,True,green
BoxType3_#30,BoxType3,cube,29.65124967089976,28.820443064322614,38.77970556285686,30.541945194544056,3,100,True,red
BoxType4_#1,BoxType4,cube,33.859378842084666,35.74707137564484,21.651647985873055,27.927487911659238,1,100,False,green
BoxType4_#2,BoxType4,cube,39.139840086512756,22.383297872204185,28.542445131752174,35.61931504090688,2,100,True,black
BoxType4_#3,BoxType4,cube,21.562244374746676,25.543036032766274,29.1636532452336,33.36458215289127,3,100,True,green
BoxType4_#4,BoxType4,cube,34.8956072352873,31.34177160382894,35.74764131823621,33.71338728017439,1,100,True,black
BoxType4_#5,BoxType4,cube,39.15481059971769,22.57964807805302,28.62800842324051,31.377514704037658,2,100,True,white
BoxType4_#6,BoxType4,cube,31.4103423122448,34.25704373633232,37.2599439030291,33.33953412526034,3,100,True,blue
BoxType4_#7,BoxType4,cube,36.28493532613828,30.93189892239287,29.76011813550745,37.245988280131044,1,100,False,green
BoxType4_#8,BoxType4,cube,33.682017260289484,29.679014688412114,32.699050664458454,20.366112279111505,2,100,True,red
BoxType4_#9,BoxType4,cube,25.60777637309601,24.818079773415672,39.820382530115154,21.62867510838317,1,100,False,black
BoxType4_#10,BoxType4,cube,22.32310573971183,37.94216550005838,34.442654642934556,35.51260809905838,3,100,True,black
BoxType4_#11,BoxType4,cube,20.40952327163023,30.362682145830703,27.82646057780804,28.256954071655404,2,100,True,blue
BoxType4_#12,BoxType4,cube,31.996336538602318,22.350323167782456,37.635587074418595,37.663757457287716,1,100,True,white
BoxType4_#13,BoxType4,cube,27.39080101497031,20.000762063975486,36.21022778616161,38.09051616694331,2,100,True,green
BoxType4_#14,BoxType4,cube,23.426626450896354,36.56369792989578,35.71040523450387,24.826848865003985,1,100,False,green
BoxType4_#15,BoxType4,cube,32.54657389989664,36.197546918447564,21.583822101047993,29.822737268919493,2,100,False,red
BoxType4_#16,BoxType4,cube,24.88325697121055,27.703151779070723,31.54043779979765,37.26756832016794,1,100,False,white
BoxType4_#17,BoxType4,cube,39.59236101754449,34.76504306898113,32.0050612995864,28.48597764103651,3,100,False,blue
BoxType4_#18,BoxType4,cube,25.37990266290528,29.189729197870644,38.96060182274834,21.513213239429714,3,100,False,white
BoxType4_#19,BoxType4,cube,31.81051357914508,36.0888659772018,28.399017701515955,37.08988127203631,1,100,False,blue
BoxType4_#20,BoxType4,cube,20.845707451086565,28.56346064769806,34.77789240678913,24.03457311590556,3,100,True,green
BoxType4_#21,BoxType4,cube,26.031304961150568,29.26007721410127,22.523075000119526,32.11661301325369,2,100,True,red
BoxType4_#22,BoxType4,cube,26.232825755583853,26.3108369648145,22.071442273080656,39.20043877025299,2,100,True,green
BoxType4_#23,BoxType4,cube,37.151728711825754,29.33824877770869,23.209229566382202,23.48475516775713,2,100,True,red
BoxType4_#24,BoxType4,cube,38.88907025713342,20.721750089922313,21.32268068043213,21.937073187285744,3,100,True,black
BoxType4_#25,BoxType4,cube,27.28097608368799,24.052331388615407,25.520422482264436,20.21564191528771,3,100,False,blue
BoxType4_#26,BoxType4,cube,25.475716848262614,35.36276208121936,34.18260288564885,39.63159099509612,2,100,True,green
BoxType4_#27,BoxType4,cube,39.6193599741938,29.658800656572545,25.30256702693727,33.03979375138648,2,100,False,blue
BoxType4_#28,BoxType4,cube,33.183080542183134,29.73353444620333,33.90996910135406,38.41199749568021,1,100,False,blue
BoxType4_#29,BoxType4,cube,34.49238323123428,29.62654670447023,28.043054433141506,32.68936307985547,1,100,False,black
BoxType4_#30,BoxType4,cube,20.153897971730814,37.795324631055244,20.440633587998413,36.87241126038833,2,100,False,black
BoxType5_#1,BoxType5,cube,34.99601165230712,38.97014732359756,30.276112717004715,32.54992779299928,1,100,False,red
BoxType5_#2,BoxType5,cube,30.687169543736694,25.762205137797437,37.026920242829256,39.58243097578594,2,100,False,black
BoxType5_#3,BoxType5,cube,33.028510387279454,24.313418157382735,37.30702199168701,31.882887078603588,1,100,False,green
BoxType5_#4,BoxType5,cube,30.012827432296554,23.301112839600616,25.659776365004518,36.62691939615164,1,100,True,red
BoxType5_#5,BoxType5,cube,29.146075088195005,27.46254914093612,32.82226645064374,37.81841032725971,1,100,True,white
BoxType5_#6,BoxType5,cube,26.14326033723156,39.791430456189346,31.059234270785346,28.80524018741361,2,100,False,white
BoxType5_#7,BoxType5,cube,28.036887723900946,30.81167490569662,34.310092704255254,22.722991429193737,3,100,False,green
BoxType5_#8,BoxType5,cube,21.539857504508188,32.41543466563016,21.910018002111975,25.5408332867264,2,100,False,blue
BoxType5_#9,BoxType5,cube,29.446861166986256,39.68999991500111,27.07646812680509,22.40090565393887,2,100,False,blue
BoxType5_#10,BoxType5,cube,28.107365157605297,33.488019659665454,36.58086769067687,29.8897825544881,1,100,True,green
BoxType5_#11,BoxType5,cube,24.177610660653208,39.76446308652732,37.105355711319774,27.85712235839063,3,100,True,blue
BoxType5_#12,BoxType5,cube,22.11914250747652,27.818704826671617,26.454520946386424,36.55166156282381,3,100,True,black
BoxType5_#13,BoxType5,cube,33.62101355352096,32.377686178869716,29.193372552279154,23.485824094602958,2,100,False,green
BoxType5_#14,BoxType5,cube,33.333333263185345,24.16005959696463,20.95498189159235,34.04908235462595,3,100,True,green
BoxType5_#15,BoxType5,cube,25.992120954114597,24.56023790533451,26.883133639448072,33.8862964996368,3,100,True,green
BoxType5_#16,BoxType5,cube,29.220572628011872,22.351950411789286,35.97959777942549,26.903828896913872,2,100,True,blue
BoxType5_#17,BoxType5,cube,29.83767715324946,29.505603353917706,27.58996241469376,21.2286657950118,2,100,False,green
BoxType5_#18,BoxType5,cube,23.229027063807585,21.665085099631007,20.108269292865074,35.148721455557705,2,100,False,green
BoxType5_#19,BoxType5,cube,24.023873122664497,39.17871163067089,36.13890342734297,23.61725562105535,2,100,True,green
BoxType5_#20,BoxType5,cube,37.43443922152329,33.52590049471492,22.278144795415084,26.465214957404317,2,100,False,red
BoxType5_#21,BoxType5,cube,20.06154973137148,28.411680300315528,23.61319891662097,35.99003064768266,2,100,True,red
BoxType5_#22,BoxType5,cube,37.06566691244193,24.033076910117032,28.412584698618087,36.85508743062173,3,100,True,white
BoxType5_#23,BoxType5,cube,20.685018745638217,30.728945756195692,32.70347924823166,33.92257483226774,1,100,True,white
BoxType5_#24,BoxType5,cube,20.662069580842747,36.08748492030961,38.181571710984144,37.80217944159553,3,100,False,green
BoxType5_#25,BoxType5,cube,22.442254660625313,28.008208751440698,30.42493674022293,29.993978675116857,1,100,False,black
