partno,name,typeof,width,height,depth,weight,level,loadbear,updown,color
BoxType1_#1,BoxType1,cube,35.629963546401356,37.50856997751691,31.0849611586546,34.27492737023542,1,100,False,green
BoxType1_#2,BoxType1,cube,39.80046193907478,34.713270493753996,23.78295217314426,25.85953591361293,1,100,False,black
BoxType1_#3,BoxType1,cube,27.404032090200957,38.7643396533414,35.126642548815596,33.65841327370376,3,100,False,green
BoxType1_#4,BoxType1,cube,26.2837391891908,27.009641985701872,33.410844368195825,32.007799498873595,1,100,True,blue
BoxType1_#5,BoxType1,cube,30.18319897811589,38.08693064106737,36.79475777836551,29.885586863886175,3,100,False,red
BoxType1_#6,BoxType1,cube,34.03840647027049,36.88765823034454,25.782849312896893,24.025153852735244,2,100,False,red
BoxType1_#7,BoxType1,cube,39.690372281377314,24.284899974455534,26.855390566519198,27.716629926804757,3,100,True,red
BoxType1_#8,BoxType1,cube,24.32247680329163,24.747543601951516,27.419198290937565,30.765939373635973,2,100,True,white
BoxType1_#9,BoxType1,cube,32.07091552698283,33.735303995779915,39.24332173557213,28.36057725579819,2,100,True,white
BoxType1_#10,BoxType1,cube,29.667994663552832,22.407636237221723,22.80914269774628,39.19040580408158,2,100,True,white
BoxType1_#11,BoxType1,cube,23.75062604264912,21.496468128083116,21.97287896816752,38.35940260336767,2,100,False,black
BoxType1_#12,BoxType1,cube,25.26393037737037,21.946447455360232,37.76134394342876,36.9252968135618,3,100,False,green
BoxType1_#13,BoxType1,cube,31.789958042591714,33.814285216576764,36.17432238165328,36.800484996429574,2,100,True,red
BoxType1_#14,BoxType1,cube,36.13371367678258,29.692672404402337,36.07226440889919,34.18096307669184,1,100,False,white
BoxType1_#15,BoxType1,cube,24.70352327433877,26.460264858055158,26.06423301597015,39.50864911786674,1,100,True,black
BoxType1_#16,BoxType1,cube,36.76824702809448,34.58978561302043,22.587014449242208,29.717174465449936,2,100,True,black
BoxType1_#17,BoxType1,cube,23.639077410362354,32.45597712137041,26.39047616949523,22.445042649913972,2,100,False,blue
BoxType1_#18,BoxType1,cube,25.15456499320104,28.527626034889835,23.054063880721934,38.92114756788817,2,100,False,green
BoxType1_#19,BoxType1,cube,37.79645749727715,20.875422426416414,38.12797990201199,36.634034861737696,3,100,False,blue
BoxType1_#20,BoxType1,cube,25.32527122156162,29.12063831144346,32.124174778188376,35.37538658803382,2,100,True,blue
BoxType1_#21,BoxType1,cube,38.169861379015956,31.7898045123138,25.636427044801536,27.617311244788272,3,100,True,green
BoxType1_#22,BoxType1,cube,34.555816546567,33.304186316731496,37.36202617984638,24.637478435300746,2,100,False,black
BoxType1_#23,BoxType1,cube,21.572900153537248,21.192534176660878,30.85728801784108,24.47565694822641,3,100,True,green
BoxType1_#24,BoxType1,cube,33.77079856273133,34.74469800369831,37.2983556631244,26.559751291567764,3,100,True,red
BoxType1_#25,BoxType1,cube,25.97332559476505,32.33058113249521,26.961279451792315,38.59244516458058,1,100,True,black
BoxType1_#26,BoxType1,cube,25.693069901062266,32.698857938001694,38.72689027303116,22.54215644245235,2,100,False,blue
BoxType1_#27,BoxType1,cube,36.100948797372915,28.297198720331725,32.68800665260838,35.27621577615499,1,100,False,blue
BoxType1_#28,BoxType1,cube,37.5706302856798,28.09932329289733,34.80309715437885,27.144710906010076,2,100,True,green
BoxType1_#29,BoxType1,cube,33.999298398490986,24.55782859239449,20.128810276594958,29.112880357512854,1,100,False,green
BoxType1_#30,BoxType1,cube,33.358076804458165,30.599667088473154,26.61221889818637,33.49807631905599,2,100,True,blue
BoxType2_#1,BoxType2,cube,39.42555117000764,36.335205402033026,24.669399857127488,34.04246803378009,2,100,False,white
BoxType2_#2,BoxType2,cube,20.634629872623,31.28337502945422,23.062241301654556,37.26684720225774,3,100,True,white
BoxType2_#3,BoxType2,cube,37.98197319954505,37.23849244046229,30.003624885430675,36.8616183552539,2,100,True,black
BoxType2_#4,BoxType2,cube,33.331524794361194,36.85679858412958,38.309912924972906,30.58375838800267,2,100,True,green
BoxType2_#5,BoxType2,cube,27.718512894128807,22.048512831216026,20.316963404866,37.02996460744336,3,100,False,black
BoxType2_#6,BoxType2,cube,29.280019324461218,20.908231402773957,25.91539951062193,26.35077319749434,2,100,True,black
BoxType2_#7,BoxType2,cube,22.198274146816054,33.92332825465055,23.568004479855666,34.96199142937243,2,100,False,blue
BoxType2_#8,BoxType2,cube,25.01281079263547,29.13526027049747,39.32047898848987,38.40478356824524,1,100,False,red
BoxType2_#9,BoxType2,cube,23.413147913054488,28.160330114912284,35.95839675002807,24.68541095871028,2,100,False,black
