partno,name,typeof,width,height,depth,weight,level,loadbear,updown,color
BoxType1_#1,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#2,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#3,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#4,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#5,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#6,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#7,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#8,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#9,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#10,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#11,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#12,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#13,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#14,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#15,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#16,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#17,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#18,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#19,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#20,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#21,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#22,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#23,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#24,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#25,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#26,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#27,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#28,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#29,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#30,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#31,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#32,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#33,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#34,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#35,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#36,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#37,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#38,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#39,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#40,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#41,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#42,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#43,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#44,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#45,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#46,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#47,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#48,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType1_#49,BoxType1,cube,263.5586306176094,177.07513053728235,104.9626061889432,152.44255108626123,3,100,True,blue
BoxType2_#1,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#2,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#3,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#4,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#5,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#6,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#7,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#8,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#9,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#10,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#11,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#12,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#13,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#14,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#15,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#16,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#17,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#18,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#19,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#20,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#21,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#22,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#23,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#24,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#25,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#26,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#27,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#28,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#29,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#30,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#31,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#32,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#33,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#34,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#35,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#36,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#37,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#38,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#39,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#40,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#41,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#42,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#43,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#44,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#45,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#46,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#47,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#48,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#49,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#50,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#51,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#52,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#53,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#54,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#55,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#56,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#57,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#58,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
BoxType2_#59,BoxType2,cube,198.1091482340123,276.81301254967497,172.7696134538137,232.19342033449556,2,100,True,black
