name,width,height,depth,weight
BoxType1_#1,37.14087067154165,23.921309197201687,33.28759134284008,37.492209518476585
BoxType1_#2,27.768013440548245,27.739735650977742,23.45850098000257,29.720093839234337
BoxType1_#3,21.94802292630807,27.402783153486922,34.16566201045018,23.058325093582937
BoxType1_#4,29.901204657376375,28.712239566221623,36.21020763912139,36.98725229452973
BoxType1_#5,31.334354123582333,38.48664753556576,34.8961807021125,26.09936369913393
BoxType1_#6,28.62231126988481,32.42028690903136,33.68409440045815,39.036624670934614
BoxType1_#7,31.8030297815293,30.495737048315245,36.95307867049475,25.494997295407476
BoxType1_#8,36.047532815259906,35.684797041899984,33.48368271252793,34.65103826439875
BoxType1_#9,26.900764709342383,36.65279547229262,31.13327657296896,27.39341543579142
BoxType1_#10,24.313785380669536,23.985275463901658,35.962481150538395,34.73796396962062
BoxType1_#11,34.23103053825142,22.354643010660737,34.24434705591867,29.52533754834257
BoxType1_#12,38.11490919993195,20.890326800696972,20.121391821127396,36.64779689124541
BoxType1_#13,31.037698013579153,25.499013397091723,27.43565951860678,24.057040997461826
BoxType1_#14,27.59473742019711,29.402503050535913,33.62857410119642,39.05520924837536
BoxType1_#15,23.752805142975188,33.394597269229976,28.79854239253074,26.129650204419
BoxType1_#16,22.863740303455057,32.77850487550184,25.86366450703667,31.248740132697275
BoxType1_#17,23.827860660276578,37.616087283575524,38.44897184571019,22.509087621229874
BoxType1_#18,20.40471949092039,28.90131480017281,27.242770565334638,22.986729013671706
BoxType1_#19,39.82170102167021,31.812398655413254,21.76091831865741,36.99953706899061
BoxType1_#20,27.153883244879523,37.340532189535125,24.456238758471805,23.44881364577073
BoxType1_#21,28.55817035920432,28.647825446475483,35.35842707469099,27.189044424766685
BoxType1_#22,34.28585897290492,33.95369960354518,24.506859694881626,24.45437498826591
BoxType1_#23,20.947925037326062,30.801935766123034,20.816760502193915,27.523124221476046
BoxType1_#24,34.69947952328313,27.388337935851688,36.808101839722426,30.336613117984502
BoxType1_#25,24.882607769305878,21.393768572394706,38.779637179233276,26.372860514539852
BoxType1_#26,20.672517268411394,34.572172159688414,35.58900269866871,32.81040163154124
BoxType1_#27,34.82029575737191,21.793921976325038,25.596103330330966,34.37337674462293
BoxType1_#28,35.80016610321444,28.35249218818049,28.02233907888175,25.564330845122246
BoxType1_#29,32.49588653035661,22.2664781041686,34.04570056082625,32.92692618173555
BoxType1_#30,30.531744544267653,36.5713901180002,30.07732903688227,35.03125430438829
BoxType2_#1,31.706281110311714,31.760776758115096,37.54918178037383,31.975254029239128
BoxType2_#2,36.09364817230158,29.037630518132342,37.049265292113034,32.45497936991147
BoxType2_#3,38.83449902430555,34.47506411907733,29.034226659323593,39.164138427265485
BoxType2_#4,27.82244393664273,30.54402612504562,26.56690971529085,27.069538704466957
BoxType2_#5,28.893843512300048,20.602544838976346,27.9658560324105,28.07512336475793
BoxType2_#6,32.26181943258851,39.601024683332966,37.61727050303405,23.51130992335188
BoxType2_#7,23.054551575649636,33.2750809075995,32.255366632454894,24.22680761746505
BoxType2_#8,23.481898247341142,30.512029668876433,36.48158105520629,37.953638927758405
BoxType2_#9,29.972687418935323,34.97865559774203,24.567252706059442,22.4942616634401
BoxType2_#10,20.677931116378193,29.720475516866887,39.967381567817824,32.557362418281016
BoxType2_#11,31.501304793407193,31.655405965878582,31.72273758536961,26.15157114139593
BoxType2_#12,28.020433531990555,24.50694724096831,32.41343088899672,32.44697703992222
BoxType2_#13,34.171382042925764,22.315667194276124,24.27238030713397,36.200471117328625
BoxType2_#14,21.99002413167125,30.748918162765023,27.240219789861513,28.328621735064978
BoxType2_#15,35.32178279086362,32.16053524524782,34.00305836886242,20.19169293763168
